Country,Crop,Year,Area_harvested_ha,Production_tonnes,Yield_kg_per_ha
South Africa,"Meat of sheep, fresh or chilled",2022,,149000.0,
South Africa,"Meat of sheep, fresh or chilled",2023,,140000.0,
South Africa,"Meat of turkeys, fresh or chilled",2020,,5589.9,
South Africa,"Meat of turkeys, fresh or chilled",2021,,5607.71,
South Africa,"Meat of turkeys, fresh or chilled",2022,,5643.61,
South Africa,"Meat of turkeys, fresh or chilled",2023,,5679.8,
South Africa,Mushrooms and truffles,2020,,26522.0,
South Africa,Mushrooms and truffles,2021,,29064.0,
South Africa,Mushrooms and truffles,2022,,32116.0,
South Africa,Mushrooms and truffles,2023,,35256.0,
South Africa,Natural honey,2020,,1083.92,
South Africa,Natural honey,2021,,1083.7,
South Africa,Natural honey,2022,,1084.03,
South Africa,Natural honey,2023,,1084.36,
South Africa,Oats,2020,26200.0,57000.0,2175.6
South Africa,Oats,2021,36250.0,59000.0,1627.6
South Africa,Oats,2022,27000.0,27550.0,1020.4
South Africa,Oats,2023,27500.0,41000.0,1490.9
South Africa,"Onions and shallots, dry (excluding dehydrated)",2020,29383.0,726226.0,24715.6
South Africa,"Onions and shallots, dry (excluding dehydrated)",2021,29682.0,733383.0,24708.1
South Africa,"Onions and shallots, dry (excluding dehydrated)",2022,27342.0,678544.0,24816.6
South Africa,"Onions and shallots, dry (excluding dehydrated)",2023,26550.0,661827.0,24927.3
South Africa,Oranges,2020,34091.0,1499311.0,43979.8
South Africa,Oranges,2021,36519.0,1612170.0,44146.2
South Africa,Oranges,2022,39033.0,1747777.96,44776.6
South Africa,Oranges,2023,35494.0,1611657.2,45407.0
South Africa,"Other beans, green",2020,3742.0,22585.0,6035.7
South Africa,"Other beans, green",2021,3498.0,20977.0,5996.5
South Africa,"Other beans, green",2022,3474.0,20761.0,5976.4
South Africa,"Other beans, green",2023,2983.0,17765.0,5956.2
South Africa,"Other citrus fruit, n.e.c.",2020,275.0,11875.36,43249.8
South Africa,"Other citrus fruit, n.e.c.",2021,274.0,11974.64,43702.5
South Africa,"Other citrus fruit, n.e.c.",2022,273.0,11852.41,43389.9
South Africa,"Other citrus fruit, n.e.c.",2023,272.0,11900.81,43698.1
South Africa,"Other fruits, n.e.c.",2020,1909.0,22622.0,11851.1
South Africa,"Other fruits, n.e.c.",2021,1735.0,20745.0,11957.6
South Africa,"Other fruits, n.e.c.",2022,1780.0,21418.0,12032.2
South Africa,"Other fruits, n.e.c.",2023,1238.0,14990.0,12106.7
South Africa,"Other vegetables, fresh n.e.c.",2020,15762.0,174693.0,11083.4
South Africa,"Other vegetables, fresh n.e.c.",2021,17298.0,188319.0,10886.9
South Africa,"Other vegetables, fresh n.e.c.",2022,16066.0,172198.0,10718.4
South Africa,"Other vegetables, fresh n.e.c.",2023,15620.0,164763.0,10548.2
South Africa,Peaches and nectarines,2020,9550.0,175374.0,18364.3
South Africa,Peaches and nectarines,2021,9889.0,181131.0,18316.0
South Africa,Peaches and nectarines,2022,10900.0,201253.97,18463.3
South Africa,Peaches and nectarines,2023,10104.0,188048.49,18610.6
South Africa,Pears,2020,11867.0,434589.0,36623.2
South Africa,Pears,2021,12379.0,459532.0,37121.3
South Africa,Pears,2022,14581.0,548965.14,37648.6
South Africa,Pears,2023,12609.0,481357.77,38176.0
South Africa,"Peas, dry",2020,897.0,910.71,1015.1
South Africa,"Peas, dry",2021,896.0,920.51,1027.2
South Africa,"Peas, dry",2022,897.0,920.51,1025.7
South Africa,"Peas, dry",2023,899.0,920.51,1024.3
South Africa,"Peas, green",2020,1787.0,4343.0,2430.8
South Africa,"Peas, green",2021,2143.0,5160.0,2407.7
South Africa,"Peas, green",2022,2154.0,5118.0,2376.5
South Africa,"Peas, green",2023,2643.0,6197.0,2344.7
South Africa,Plums and sloes,2020,7887.0,65373.0,8289.0
South Africa,Plums and sloes,2021,12602.0,101969.0,8091.7
South Africa,Plums and sloes,2022,13833.0,111226.83,8040.6
South Africa,Plums and sloes,2023,11802.0,94288.0,7989.5
South Africa,Pomelos and grapefruits,2020,11225.0,349507.0,31136.2
South Africa,Pomelos and grapefruits,2021,11411.0,352541.0,30895.3
South Africa,Pomelos and grapefruits,2022,13580.0,420175.85,30940.0
South Africa,Pomelos and grapefruits,2023,13258.0,410793.94,30984.7
South Africa,Potatoes,2020,71657.0,2669147.0,37249.1
South Africa,Potatoes,2021,69240.0,2595280.0,37482.5
South Africa,Potatoes,2022,66976.0,2528946.0,37759.1
South Africa,Potatoes,2023,63510.0,2415638.0,38035.7
South Africa,"Pumpkins, squash and gourds",2020,32700.0,269477.0,8240.9
South Africa,"Pumpkins, squash and gourds",2021,34450.0,276449.0,8024.8
South Africa,"Pumpkins, squash and gourds",2022,35631.0,278147.0,7806.3
South Africa,"Pumpkins, squash and gourds",2023,37191.0,282926.0,7607.3
South Africa,Quinces,2020,9.0,87.0,9473.7
South Africa,Quinces,2021,21.0,208.0,10077.1
South Africa,Quinces,2022,41.0,431.0,10544.4
South Africa,Quinces,2023,36.0,392.33,11011.6
South Africa,Rape or colza seed,2020,74120.0,165200.0,2228.8
South Africa,Rape or colza seed,2021,100000.0,198100.0,1981.0
South Africa,Rape or colza seed,2022,123510.0,210000.0,1700.3
South Africa,Rape or colza seed,2023,131200.0,236300.0,1801.1
South Africa,"Rapeseed or canola oil, crude",2020,,37000.0,
South Africa,"Rapeseed or canola oil, crude",2021,,52200.0,
South Africa,"Rapeseed or canola oil, crude",2022,,56600.0,
South Africa,Raw hides and skins of cattle,2020,,130643.35,
South Africa,Raw hides and skins of cattle,2021,,132123.71,
South Africa,Raw hides and skins of cattle,2022,,126492.05,
South Africa,Raw hides and skins of cattle,2023,,129514.25,
South Africa,Raw hides and skins of goats or kids,2020,,1020.22,
South Africa,Raw hides and skins of goats or kids,2021,,1035.93,
South Africa,Raw hides and skins of goats or kids,2022,,1052.51,
South Africa,Raw hides and skins of goats or kids,2023,,1069.09,
South Africa,Raw hides and skins of sheep or lambs,2020,,23328.57,
South Africa,Raw hides and skins of sheep or lambs,2021,,22604.08,
South Africa,Raw hides and skins of sheep or lambs,2022,,21589.8,
South Africa,Raw hides and skins of sheep or lambs,2023,,20285.71,
South Africa,Raw milk of cattle,2020,,3853000.0,
South Africa,Raw milk of cattle,2021,,3825000.0,
South Africa,Raw milk of cattle,2022,,3764000.0,
South Africa,Raw milk of cattle,2023,,3810000.0,
South Africa,Rice,2020,1087.0,3080.66,2832.9
South Africa,Rice,2021,1081.0,3080.84,2849.3
South Africa,Rice,2022,1073.0,3081.46,2872.2
South Africa,Rice,2023,1065.0,3082.07,2895.2
South Africa,"Seed cotton, unginned",2020,27675.0,72557.0,2621.8
South Africa,"Seed cotton, unginned",2021,16313.0,41086.0,2518.6
South Africa,"Seed cotton, unginned",2022,18018.0,41437.0,2299.8
South Africa,"Seed cotton, unginned",2023,17664.0,43265.0,2449.3
South Africa,"Sheep fat, unrendered",2020,,2300.0,
South Africa,"Sheep fat, unrendered",2021,,2228.57,
South Africa,"Sheep fat, unrendered",2022,,2128.57,
South Africa,"Sheep fat, unrendered",2023,,2000.0,
South Africa,"Shorn wool, greasy, including fleece-washed shorn wool",2020,,44369.39,
South Africa,"Shorn wool, greasy, including fleece-washed shorn wool",2021,,45050.05,
South Africa,"Shorn wool, greasy, including fleece-washed shorn wool",2022,,45150.87,
South Africa,"Shorn wool, greasy, including fleece-washed shorn wool",2023,,45251.69,
South Africa,Sorghum,2020,42500.0,158000.0,3717.6
South Africa,Sorghum,2021,49200.0,215000.0,4369.9
South Africa,Sorghum,2022,37200.0,103140.0,2772.6
South Africa,Sorghum,2023,34000.0,94360.0,2775.3
South Africa,Soya bean oil,2020,,234800.0,
South Africa,Soya bean oil,2021,,254600.0,
South Africa,Soya bean oil,2022,,299900.0,
South Africa,Sunflower seed,2020,500300.0,788500.0,1576.1
South Africa,Sunflower seed,2021,477800.0,678000.0,1419.0
South Africa,Sunflower seed,2022,670700.0,845550.0,1260.7
South Africa,Sunflower seed,2023,555700.0,720000.0,1295.7
South Africa,"Sunflower-seed oil, crude",2020,,284500.0,
South Africa,"Sunflower-seed oil, crude",2021,,299600.0,
South Africa,"Sunflower-seed oil, crude",2022,,275000.0,
South Africa,"Tangerines, mandarins, clementines",2020,15617.0,461000.0,29518.4
South Africa,"Tangerines, mandarins, clementines",2021,20106.0,591000.0,29394.6
South Africa,"Tangerines, mandarins, clementines",2022,21650.0,639000.0,29515.5
South Africa,"Tangerines, mandarins, clementines",2023,23949.0,710000.0,29646.2
South Africa,Tomatoes,2020,8958.0,599306.0,66898.4
South Africa,Tomatoes,2021,8039.0,530843.0,66031.6
South Africa,Tomatoes,2022,7057.0,464563.0,65834.2
South Africa,Tomatoes,2023,8044.0,527954.0,65636.8
South Africa,Unmanufactured tobacco,2020,4900.0,15100.0,3081.6
South Africa,Unmanufactured tobacco,2021,4700.0,11500.0,2446.8
South Africa,Unmanufactured tobacco,2022,4300.0,10000.0,2325.6
South Africa,Unmanufactured tobacco,2023,3780.0,9801.78,2592.7
South Africa,Watermelons,2020,3751.0,60915.0,16241.6
South Africa,Watermelons,2021,5070.0,82329.0,16238.9
South Africa,Watermelons,2022,3867.0,63101.0,16317.5
South Africa,Watermelons,2023,3884.0,63690.0,16396.1
South Africa,Wheat,2020,509800.0,2120000.0,4158.5
South Africa,Wheat,2021,523500.0,2285000.0,4364.9
South Africa,Wheat,2022,566800.0,2110000.0,3722.7
South Africa,Wheat,2023,537950.0,2050000.0,3810.8
South Africa,Wine,2020,,1040000.0,
South Africa,Wine,2021,,1133300.0,
South Africa,Wine,2022,,1063700.0,
South Africa,Avocados,2020,16987.0,84775.0,4990.6
South Africa,Avocados,2021,16511.0,82677.0,5007.3
South Africa,Avocados,2022,20833.0,103601.68,4972.9
South Africa,Avocados,2023,22053.0,108880.28,4937.2
South Africa,Castor oil seeds,2020,8954.0,6667.35,744.6
South Africa,Castor oil seeds,2021,8949.0,6512.71,727.8
South Africa,Castor oil seeds,2022,9002.0,6547.99,727.4
South Africa,Castor oil seeds,2023,9055.0,6576.02,726.2
South Africa,Cottonseed oil,2020,,14600.0,
South Africa,Cottonseed oil,2021,,9100.0,
South Africa,Cottonseed oil,2022,,6200.0,
South Africa,"Game meat, fresh, chilled or frozen",2020,,50801.49,
South Africa,"Game meat, fresh, chilled or frozen",2021,,52484.7,
South Africa,"Game meat, fresh, chilled or frozen",2022,,53803.55,
South Africa,"Game meat, fresh, chilled or frozen",2023,,55037.53,
South Africa,"Kenaf, and other textile bast fibres, raw or retted",2020,1186.0,809.14,682.0
South Africa,"Kenaf, and other textile bast fibres, raw or retted",2021,1196.0,804.92,672.8
South Africa,"Kenaf, and other textile bast fibres, raw or retted",2022,1206.0,800.3,663.8
South Africa,"Kenaf, and other textile bast fibres, raw or retted",2023,1214.0,795.16,654.8
South Africa,"Mangoes, guavas and mangosteens",2020,6190.0,113291.0,18303.3
South Africa,"Mangoes, guavas and mangosteens",2021,5673.0,103424.0,18230.4
South Africa,"Mangoes, guavas and mangosteens",2022,6428.0,117916.0,18344.0
South Africa,"Mangoes, guavas and mangosteens",2023,4992.0,92186.42,18467.9
South Africa,Millet,2020,12923.0,6325.29,489.5
South Africa,Millet,2021,12934.0,6330.43,489.4
South Africa,Millet,2022,12947.0,6333.85,489.2
South Africa,Millet,2023,12934.0,6329.86,489.4
South Africa,Molasses,2020,,910000.0,
South Africa,Molasses,2021,,684571.67,
South Africa,Molasses,2022,,733418.33,
South Africa,Pineapples,2020,9530.0,113469.0,11906.7
South Africa,Pineapples,2021,10621.0,128623.0,12110.6
South Africa,Pineapples,2022,10967.0,132429.39,12074.9
South Africa,Pineapples,2023,10667.0,128419.58,12039.2
South Africa,Raw cane or beet sugar (centrifugal only),2020,,2106000.0,
South Africa,Raw cane or beet sugar (centrifugal only),2021,,1906000.0,
South Africa,Raw cane or beet sugar (centrifugal only),2022,,2042000.0,
South Africa,"Sisal, raw",2020,1896.0,1241.42,654.8
South Africa,"Sisal, raw",2021,1917.0,1228.04,640.6
South Africa,"Sisal, raw",2022,1912.0,1221.55,638.8
South Africa,"Sisal, raw",2023,1907.0,1230.34,645.1
South Africa,Soya beans,2020,705000.0,1245500.0,1766.7
South Africa,Soya beans,2021,827100.0,1897000.0,2293.6
South Africa,Soya beans,2022,925300.0,2230000.0,2410.0
South Africa,Soya beans,2023,1148300.0,2770000.0,2412.3
South Africa,Sugar cane,2020,249250.0,18220000.0,73099.3
South Africa,Sugar cane,2021,239152.0,17199000.0,71916.6
South Africa,Sugar cane,2022,258403.0,17911000.0,69314.2
South Africa,Sugar cane,2023,265225.0,17944000.0,67655.8
South Africa,Sweet potatoes,2020,30719.0,84120.0,2738.4
South Africa,Sweet potatoes,2021,30297.0,81613.0,2693.7
South Africa,Sweet potatoes,2022,32947.0,87647.0,2660.3
South Africa,Sweet potatoes,2023,28971.0,76071.0,2625.8
South Africa,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,16882.0,58800.0,3483.1
South Africa,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2021,19116.0,66209.04,3463.5
South Africa,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2022,19955.0,69084.56,3462.1
South Africa,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2023,21145.0,73174.27,3460.7
South Africa,"Other oil seeds, n.e.c.",2020,5487.0,15200.32,2770.0
South Africa,"Other oil seeds, n.e.c.",2021,5469.0,15212.04,2781.7
South Africa,"Other oil seeds, n.e.c.",2022,5501.0,15322.05,2785.4
South Africa,"Other oil seeds, n.e.c.",2023,5486.0,15244.8,2779.1
South Africa,Cereals n.e.c.,2020,23869.0,12162.25,509.6
South Africa,Cereals n.e.c.,2021,17704.0,8965.39,506.4
South Africa,Cereals n.e.c.,2022,13611.0,6861.69,504.1
South Africa,Cereals n.e.c.,2023,10239.0,5138.31,501.8
South Africa,"Cow peas, dry",2020,10588.0,4610.73,435.5
South Africa,"Cow peas, dry",2021,10627.0,4628.85,435.6
South Africa,"Cow peas, dry",2022,10599.0,4610.33,435.0
South Africa,"Cow peas, dry",2023,10570.0,4591.81,434.4
South Africa,Oil of sesame seed,2020,,552.21,
South Africa,Oil of sesame seed,2021,,712.22,
South Africa,Oil of sesame seed,2022,,700.29,
South Africa,Tea leaves,2020,882.0,1818.97,2062.0
South Africa,Tea leaves,2021,877.0,1807.16,2061.6
South Africa,Tea leaves,2022,876.0,1806.42,2061.5
South Africa,Tea leaves,2023,878.0,1810.85,2061.7
South Africa,Lettuce and chicory,2020,2175.0,33557.0,15428.9
South Africa,Lettuce and chicory,2021,2230.0,33969.0,15234.2
South Africa,Lettuce and chicory,2022,2204.0,33510.0,15207.5
South Africa,Lettuce and chicory,2023,2074.0,31497.0,15185.9
South Africa,Cantaloupes and other melons,2020,1545.0,14561.0,9426.9
South Africa,Cantaloupes and other melons,2021,1435.0,13487.0,9397.9
South Africa,Cantaloupes and other melons,2022,1458.0,13612.0,9335.1
South Africa,Cantaloupes and other melons,2023,1476.0,13684.0,9272.4
South Africa,Chicory roots,2020,1893.0,10717.0,5660.1
South Africa,Chicory roots,2021,2095.0,11984.0,5719.4
South Africa,Chicory roots,2022,2127.0,12329.46,5796.1
South Africa,Chicory roots,2023,768.0,4511.71,5872.8
South Africa,Papayas,2020,1153.0,10555.0,9158.3
South Africa,Papayas,2021,1028.0,9398.0,9143.0
South Africa,Papayas,2022,912.0,8329.95,9133.0
South Africa,Papayas,2023,837.0,7633.4,9123.0
South Africa,Asparagus,2020,60.0,246.0,4100.0
South Africa,Asparagus,2021,50.0,235.0,4700.0
South Africa,Asparagus,2022,67.0,296.0,4442.2
South Africa,Asparagus,2023,147.0,625.0,4262.7
South Africa,Green corn (maize),2020,38933.0,411319.0,10564.9
South Africa,Green corn (maize),2021,39026.0,414735.0,10627.2
South Africa,Green corn (maize),2022,39615.0,423210.0,10683.1
South Africa,Green corn (maize),2023,39865.0,428110.0,10739.0
South Africa,Lupins,2020,18100.0,24435.0,1350.0
South Africa,Lupins,2021,22000.0,28600.0,1300.0
South Africa,Lupins,2022,21000.0,15750.0,750.0
South Africa,Lupins,2023,16000.0,16000.0,1000.0
South Africa,"Meat of ducks, fresh or chilled",2020,,1208.49,
South Africa,"Meat of ducks, fresh or chilled",2021,,1216.59,
South Africa,"Meat of ducks, fresh or chilled",2022,,1224.5,
South Africa,"Meat of ducks, fresh or chilled",2023,,1231.32,
South Africa,"Meat of geese, fresh or chilled",2020,,507.68,
South Africa,"Meat of geese, fresh or chilled",2021,,508.64,
South Africa,"Meat of geese, fresh or chilled",2022,,510.77,
South Africa,"Meat of geese, fresh or chilled",2023,,512.9,
South Africa,Rye,2020,1778.0,1946.04,1094.8
South Africa,Rye,2021,1777.0,1956.8,1101.1
South Africa,Rye,2022,1787.0,1960.66,1097.1
South Africa,Rye,2023,1781.0,1954.5,1097.7
South Africa,Strawberries,2020,869.0,10876.0,12513.8
South Africa,Strawberries,2021,934.0,11637.0,12463.4
South Africa,Strawberries,2022,1025.0,12863.11,12552.5
South Africa,Strawberries,2023,1050.0,13273.7,12641.6
South Africa,Hop cones,2020,405.0,468.94,1158.5
South Africa,Hop cones,2021,400.0,471.95,1178.4
South Africa,Hop cones,2022,402.0,473.02,1177.5
South Africa,Hop cones,2023,403.0,471.3,1169.7
South Africa,"Other fibre crops, raw, n.e.c.",2020,3040.0,2408.8,792.5
South Africa,"Other fibre crops, raw, n.e.c.",2021,3063.0,2402.81,784.6
South Africa,"Other fibre crops, raw, n.e.c.",2022,3082.0,2399.78,778.5
South Africa,"Other fibre crops, raw, n.e.c.",2023,3103.0,2403.8,774.6
South Africa,Oil of maize,2020,,84400.0,
South Africa,Oil of maize,2021,,84900.0,
South Africa,Oil of maize,2022,,85800.0,
South Africa,Other berries and fruits of the genus vaccinium n.e.c.,2020,496.0,4873.0,9814.7
South Africa,Other berries and fruits of the genus vaccinium n.e.c.,2021,632.0,6382.0,10094.7
South Africa,Other berries and fruits of the genus vaccinium n.e.c.,2022,776.0,8017.0,10326.2
South Africa,Other berries and fruits of the genus vaccinium n.e.c.,2023,520.0,5488.78,10557.7
South Africa,Buckwheat,2020,567.0,225.24,397.4
South Africa,Buckwheat,2021,559.0,222.34,397.7
South Africa,Buckwheat,2022,556.0,220.19,396.2
South Africa,Buckwheat,2023,553.0,222.59,402.9
South Sudan,"Beans, dry",2020,1225.0,3809.41,3110.0
South Sudan,"Beans, dry",2021,1226.0,3804.3,3103.2
South Sudan,"Beans, dry",2022,1231.0,3839.72,3119.8
South Sudan,"Beans, dry",2023,1227.0,3817.81,3111.0
South Sudan,"Cattle fat, unrendered",2020,,2412.37,
South Sudan,"Cattle fat, unrendered",2021,,2362.34,
South Sudan,"Cattle fat, unrendered",2022,,2435.53,
South Sudan,"Cattle fat, unrendered",2023,,2567.81,
South Sudan,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2020,4133.0,6900.74,1669.8
South Sudan,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2021,4157.0,6939.14,1669.2
South Sudan,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2022,4110.0,6959.31,1693.2
South Sudan,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2023,4133.0,6933.06,1677.4
South Sudan,"Edible offal of cattle, fresh, chilled or frozen",2020,,22247.39,
South Sudan,"Edible offal of cattle, fresh, chilled or frozen",2021,,21786.0,
South Sudan,"Edible offal of cattle, fresh, chilled or frozen",2022,,22461.01,
South Sudan,"Edible offal of cattle, fresh, chilled or frozen",2023,,23680.89,
South Sudan,"Edible offal of goat, fresh, chilled or frozen",2020,,5517.1,
South Sudan,"Edible offal of goat, fresh, chilled or frozen",2021,,4940.08,
South Sudan,"Edible offal of goat, fresh, chilled or frozen",2022,,5633.19,
South Sudan,"Edible offal of goat, fresh, chilled or frozen",2023,,4658.39,
South Sudan,"Edible offal of sheep, fresh, chilled or frozen",2020,,2912.07,
South Sudan,"Edible offal of sheep, fresh, chilled or frozen",2021,,3029.03,
South Sudan,"Edible offal of sheep, fresh, chilled or frozen",2022,,3149.63,
South Sudan,"Edible offal of sheep, fresh, chilled or frozen",2023,,2536.86,
South Sudan,"Goat fat, unrendered",2020,,1115.16,
South Sudan,"Goat fat, unrendered",2021,,998.53,
South Sudan,"Goat fat, unrendered",2022,,1138.62,
South Sudan,"Goat fat, unrendered",2023,,941.59,
South Sudan,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",2020,,380.0,
South Sudan,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",2021,,720.0,
South Sudan,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",2022,,199.2,
South Sudan,"Groundnuts, excluding shelled",2020,224164.0,171075.0,763.2
South Sudan,"Groundnuts, excluding shelled",2021,265604.0,189802.0,714.6
South Sudan,"Groundnuts, excluding shelled",2022,275604.0,189802.0,688.7
South Sudan,"Groundnuts, excluding shelled",2023,267236.0,189627.86,709.6
South Sudan,Maize (corn),2020,204597.0,181003.0,884.7
South Sudan,Maize (corn),2021,207714.0,175454.0,844.7
South Sudan,Maize (corn),2022,220000.0,219300.0,996.8
South Sudan,Maize (corn),2023,141063.0,141000.0,999.6
South Sudan,"Meat of cattle with the bone, fresh or chilled",2020,,134020.43,
South Sudan,"Meat of cattle with the bone, fresh or chilled",2021,,131240.95,
South Sudan,"Meat of cattle with the bone, fresh or chilled",2022,,135307.29,
South Sudan,"Meat of cattle with the bone, fresh or chilled",2023,,142655.98,
South Sudan,"Meat of chickens, fresh or chilled",2020,,34867.0,
South Sudan,"Meat of chickens, fresh or chilled",2021,,53571.88,
South Sudan,"Meat of chickens, fresh or chilled",2022,,56598.54,
South Sudan,"Meat of chickens, fresh or chilled",2023,,52506.16,
South Sudan,"Meat of goat, fresh or chilled",2020,,28583.28,
South Sudan,"Meat of goat, fresh or chilled",2021,,25593.84,
South Sudan,"Meat of goat, fresh or chilled",2022,,29184.71,
South Sudan,"Meat of goat, fresh or chilled",2023,,24134.41,
South Sudan,"Meat of sheep, fresh or chilled",2020,,16000.0,
South Sudan,"Meat of sheep, fresh or chilled",2021,,16642.66,
South Sudan,"Meat of sheep, fresh or chilled",2022,,17305.27,
South Sudan,"Meat of sheep, fresh or chilled",2023,,13938.47,
South Sudan,"Other beans, green",2020,236.0,1014.87,4298.0
South Sudan,"Other beans, green",2021,237.0,1018.82,4293.9
South Sudan,"Other beans, green",2022,235.0,1011.46,4295.4
South Sudan,"Other beans, green",2023,236.0,1015.05,4295.8
South Sudan,"Other fruits, n.e.c.",2020,68279.0,397762.29,5825.5
South Sudan,"Other fruits, n.e.c.",2021,68556.0,398683.05,5815.4
South Sudan,"Other fruits, n.e.c.",2022,67146.0,398809.99,5939.4
South Sudan,"Other fruits, n.e.c.",2023,67994.0,398418.44,5859.6
South Sudan,Other pulses n.e.c.,2020,36776.0,31247.09,849.7
South Sudan,Other pulses n.e.c.,2021,36220.0,31172.61,860.6
South Sudan,Other pulses n.e.c.,2022,36363.0,31404.01,863.6
South Sudan,Other pulses n.e.c.,2023,36505.0,31635.42,866.6
South Sudan,"Other vegetables, fresh n.e.c.",2020,55829.0,437953.16,7844.5
South Sudan,"Other vegetables, fresh n.e.c.",2021,56029.0,438637.43,7828.7
South Sudan,"Other vegetables, fresh n.e.c.",2022,56135.0,435681.92,7761.4
South Sudan,"Other vegetables, fresh n.e.c.",2023,55998.0,437424.17,7811.5
South Sudan,"Pumpkins, squash and gourds",2020,4343.0,68519.4,15778.6
South Sudan,"Pumpkins, squash and gourds",2021,4350.0,68578.44,15766.7
South Sudan,"Pumpkins, squash and gourds",2022,4331.0,68253.39,15758.9
South Sudan,"Pumpkins, squash and gourds",2023,4341.0,68450.41,15768.1
South Sudan,Raw hides and skins of cattle,2020,,25999.96,
South Sudan,Raw hides and skins of cattle,2021,,25460.74,
South Sudan,Raw hides and skins of cattle,2022,,26249.61,
South Sudan,Raw hides and skins of cattle,2023,,27675.26,
South Sudan,Raw hides and skins of goats or kids,2020,,5517.1,
South Sudan,Raw hides and skins of goats or kids,2021,,4940.08,
South Sudan,Raw hides and skins of goats or kids,2022,,5633.19,
South Sudan,Raw hides and skins of goats or kids,2023,,4658.39,
South Sudan,Raw hides and skins of sheep or lambs,2020,,3141.1,
South Sudan,Raw hides and skins of sheep or lambs,2021,,3267.27,
South Sudan,Raw hides and skins of sheep or lambs,2022,,3397.35,
South Sudan,Raw hides and skins of sheep or lambs,2023,,2736.39,
South Sudan,Raw milk of cattle,2020,,2452701.0,
South Sudan,Raw milk of cattle,2021,,3057310.0,
South Sudan,Raw milk of cattle,2022,,2794266.94,
South Sudan,Raw milk of cattle,2023,,2877360.08,
South Sudan,Raw milk of goats,2020,,541869.05,
South Sudan,Raw milk of goats,2021,,470919.28,
South Sudan,Raw milk of goats,2022,,517352.98,
South Sudan,Raw milk of goats,2023,,511112.06,
South Sudan,Raw milk of sheep,2020,,137752.95,
South Sudan,Raw milk of sheep,2021,,132103.07,
South Sudan,Raw milk of sheep,2022,,135596.44,
South Sudan,Raw milk of sheep,2023,,135338.63,
South Sudan,Rice,2020,29642.0,26232.0,885.0
South Sudan,Rice,2021,30718.0,26024.0,847.2
South Sudan,Rice,2022,30718.0,36515.0,1188.7
South Sudan,Rice,2023,30269.0,33000.0,1090.2
South Sudan,"Sheep fat, unrendered",2020,,785.28,
South Sudan,"Sheep fat, unrendered",2021,,816.82,
South Sudan,"Sheep fat, unrendered",2022,,849.34,
South Sudan,"Sheep fat, unrendered",2023,,684.1,
South Sudan,Sorghum,2020,712679.0,631324.0,885.8
South Sudan,Sorghum,2021,700041.0,591004.0,844.2
South Sudan,Sorghum,2022,700041.0,759469.0,1084.9
South Sudan,Sorghum,2023,882819.0,867000.0,982.1
South Sudan,Sunflower seed,2020,30492.0,52932.48,1736.0
South Sudan,Sunflower seed,2021,30493.0,53002.94,1738.2
South Sudan,Sunflower seed,2022,30362.0,52711.59,1736.1
South Sudan,Sunflower seed,2023,30449.0,52882.33,1736.8
South Sudan,"Tangerines, mandarins, clementines",2020,1876.0,16706.31,8904.8
South Sudan,"Tangerines, mandarins, clementines",2021,1885.0,16751.48,8889.1
South Sudan,"Tangerines, mandarins, clementines",2022,1887.0,16649.49,8823.0
South Sudan,"Tangerines, mandarins, clementines",2023,1883.0,16702.43,8872.2
South Sudan,"Cassava, fresh",2020,92575.0,1425169.0,15394.8
South Sudan,"Cassava, fresh",2021,99347.0,1499611.0,15094.7
South Sudan,"Cassava, fresh",2022,99347.0,1599611.0,16101.3
South Sudan,"Cassava, fresh",2023,97275.0,1653548.97,16998.7
South Sudan,"Game meat, fresh, chilled or frozen",2020,,10064.49,
South Sudan,"Game meat, fresh, chilled or frozen",2021,,10060.94,
South Sudan,"Game meat, fresh, chilled or frozen",2022,,10076.76,
South Sudan,"Game meat, fresh, chilled or frozen",2023,,10092.58,
South Sudan,Millet,2020,40578.0,35851.0,883.5
South Sudan,Millet,2021,56452.0,47851.0,847.6
South Sudan,Millet,2022,56452.0,48015.0,850.5
South Sudan,Millet,2023,50000.0,45000.0,900.0
South Sudan,Pineapples,2020,1107.0,4220.03,3813.1
South Sudan,Pineapples,2021,1113.0,4223.34,3794.6
South Sudan,Pineapples,2022,1116.0,4202.8,3764.3
South Sudan,Pineapples,2023,1112.0,4215.39,3790.6
South Sudan,Sesame seed,2020,605588.0,179152.68,295.8
South Sudan,Sesame seed,2021,606521.0,180651.83,297.8
South Sudan,Sesame seed,2022,603029.0,179124.2,297.0
